По дням,Количество заказ-нарядов,Работ,Всего по заказ-наряду
2021-02-06 00:00:00,17.0,19900.0,19900.0
2021-02-07 00:00:00,20.0,15450.0,15450.0
2021-02-08 00:00:00,8.0,8800.0,8800.0
2021-02-09 00:00:00,13.0,10700.0,10700.0
2021-02-10 00:00:00,12.0,13600.0,13600.0
2021-02-11 00:00:00,9.0,8800.0,8800.0
2021-02-12 00:00:00,20.0,14800.0,14800.0
2021-02-13 00:00:00,14.0,12550.0,12550.0
2021-02-14 00:00:00,10.0,6250.0,6250.0
2021-02-15 00:00:00,21.0,16800.0,16800.0
2021-02-16 00:00:00,12.0,9870.0,9870.0
2021-02-17 00:00:00,18.0,18900.0,18900.0
2021-02-18 00:00:00,14.0,14750.0,14750.0
2021-02-19 00:00:00,11.0,11850.0,11850.0
2021-02-20 00:00:00,18.0,17550.0,17550.0
2021-02-21 00:00:00,10.0,7800.0,7800.0
2021-02-22 00:00:00,9.0,8250.0,8250.0
2021-02-23 00:00:00,3.0,1800.0,1800.0
2021-02-24 00:00:00,9.0,8950.0,8950.0
2021-02-25 00:00:00,11.0,10800.0,10800.0
2021-02-26 00:00:00,11.0,9100.0,9100.0
2021-02-27 00:00:00,17.0,12710.0,12710.0
2021-02-28 00:00:00,10.0,7950.0,7950.0
2021-03-01 00:00:00,15.0,16600.0,16600.0
2021-03-02 00:00:00,10.0,7900.0,7900.0
2021-03-03 00:00:00,17.0,16000.0,16000.0
2021-03-04 00:00:00,20.0,20850.0,20850.0
2021-03-05 00:00:00,24.0,22650.0,22650.0
2021-03-06 00:00:00,17.0,17250.0,17250.0
2021-03-07 00:00:00,13.0,6300.0,6300.0
2021-03-08 00:00:00,16.0,16650.0,16650.0
2021-03-09 00:00:00,16.0,15900.0,15900.0
2021-03-10 00:00:00,17.0,17350.0,17350.0
2021-03-11 00:00:00,22.0,22050.0,22050.0
2021-03-12 00:00:00,22.0,23300.0,23300.0
2021-03-13 00:00:00,19.0,18050.0,18050.0
2021-03-14 00:00:00,13.0,13050.0,13050.0
2021-03-15 00:00:00,26.0,21950.0,21950.0
2021-03-16 00:00:00,18.0,15950.0,15950.0
2021-03-17 00:00:00,22.0,22000.0,22000.0
2021-03-18 00:00:00,19.0,18850.0,18850.0
2021-03-19 00:00:00,23.0,23900.0,23900.0
2021-03-20 00:00:00,19.0,21350.0,21350.0
2021-03-21 00:00:00,22.0,18550.0,18550.0
2021-03-22 00:00:00,17.0,13350.0,13350.0
2021-03-23 00:00:00,18.0,22950.0,22950.0
2021-03-24 00:00:00,22.0,21250.0,21250.0
2021-03-25 00:00:00,22.0,17850.0,17850.0
2021-03-26 00:00:00,31.0,28100.0,28100.0
2021-03-27 00:00:00,22.0,20150.0,20150.0
2021-03-28 00:00:00,19.0,14050.0,14050.0
2021-03-29 00:00:00,16.0,18050.0,18050.0
2021-03-30 00:00:00,24.0,20950.0,20950.0
2021-03-31 00:00:00,38.0,30800.0,30800.0
2021-04-01 00:00:00,11.0,9750.0,9750.0
2021-04-02 00:00:00,16.0,14350.0,14350.0
2021-04-03 00:00:00,16.0,13300.0,13300.0
2021-04-04 00:00:00,8.0,8700.0,8700.0
2021-04-05 00:00:00,24.0,25550.0,25550.0
2021-04-06 00:00:00,14.0,16000.0,16000.0
2021-04-07 00:00:00,28.0,25600.0,25600.0
2021-04-08 00:00:00,18.0,15200.0,15200.0
2021-04-09 00:00:00,20.0,19500.0,19500.0
2021-04-10 00:00:00,7.0,7500.0,7500.0
2021-04-11 00:00:00,12.0,7450.0,7450.0
2021-04-12 00:00:00,31.0,25700.0,25700.0
2021-04-13 00:00:00,33.0,29100.0,29100.0
2021-04-14 00:00:00,38.0,36350.0,36350.0
2021-04-15 00:00:00,26.0,28370.0,28370.0
2021-04-16 00:00:00,36.0,38510.0,38510.0
2021-04-17 00:00:00,21.0,19600.0,19600.0
2021-04-18 00:00:00,15.0,14850.0,14850.0
2021-04-19 00:00:00,25.0,23750.0,23750.0
2021-04-20 00:00:00,26.0,25450.0,25450.0
2021-04-21 00:00:00,13.0,11350.0,11350.0
2021-04-22 00:00:00,11.0,11000.0,11000.0
2021-04-23 00:00:00,19.0,15800.0,15800.0
2021-04-24 00:00:00,9.0,8600.0,8600.0
2021-04-25 00:00:00,7.0,7200.0,7200.0
2021-04-26 00:00:00,20.0,21650.0,21650.0
2021-04-27 00:00:00,9.0,9200.0,9200.0
2021-04-28 00:00:00,15.0,13150.0,13150.0
2021-04-29 00:00:00,14.0,11650.0,11650.0
2021-04-30 00:00:00,25.0,25450.0,25450.0
2021-05-01 00:00:00,11.0,9000.0,9000.0
2021-05-02 00:00:00,12.0,10500.0,10500.0
2021-05-03 00:00:00,9.0,9200.0,9200.0
2021-05-04 00:00:00,13.0,17800.0,17800.0
2021-05-05 00:00:00,19.0,22750.0,22750.0
2021-05-06 00:00:00,14.0,13750.0,13750.0
2021-05-07 00:00:00,15.0,12670.0,12670.0
2021-05-08 00:00:00,8.0,9000.0,9000.0
2021-05-09 00:00:00,3.0,4000.0,4000.0
2021-05-10 00:00:00,15.0,15450.0,15450.0
2021-05-11 00:00:00,16.0,20050.0,20050.0
2021-05-12 00:00:00,18.0,19800.0,19800.0
2021-05-13 00:00:00,15.0,14550.0,14550.0
2021-05-14 00:00:00,22.0,23200.0,23200.0
2021-05-15 00:00:00,21.0,16900.0,16900.0
2021-05-16 00:00:00,9.0,10700.0,10700.0
2021-05-17 00:00:00,18.0,18750.0,18750.0
2021-05-18 00:00:00,17.0,20150.0,20150.0
2021-05-19 00:00:00,17.0,11350.0,11350.0
2021-05-20 00:00:00,9.0,7050.0,7050.0
2021-05-21 00:00:00,12.0,9950.0,9950.0
2021-05-22 00:00:00,14.0,14700.0,14700.0
2021-05-23 00:00:00,5.0,4600.0,4600.0
2021-05-24 00:00:00,15.0,14950.0,14950.0
2021-05-25 00:00:00,12.0,11600.0,11600.0
2021-05-26 00:00:00,16.0,17100.0,17100.0
2021-05-27 00:00:00,11.0,13600.0,13600.0
2021-05-28 00:00:00,16.0,20300.0,20300.0
2021-05-29 00:00:00,6.0,5450.0,5450.0
2021-05-30 00:00:00,7.0,9600.0,9600.0
2021-05-31 00:00:00,11.0,12400.0,12400.0
2021-06-01 00:00:00,18.0,17850.0,17850.0
2021-06-02 00:00:00,15.0,13550.0,13550.0
2021-06-03 00:00:00,13.0,15700.0,15700.0
2021-06-04 00:00:00,13.0,14150.0,14150.0
2021-06-05 00:00:00,14.0,13850.0,13850.0
2021-06-06 00:00:00,8.0,6850.0,6850.0
2021-06-07 00:00:00,10.0,8800.0,8800.0
2021-06-08 00:00:00,15.0,16250.0,16250.0
2021-06-09 00:00:00,12.0,14300.0,14300.0
2021-06-10 00:00:00,18.0,14900.0,14900.0
2021-06-11 00:00:00,17.0,16200.0,16200.0
2021-06-12 00:00:00,7.0,5550.0,5550.0
2021-06-13 00:00:00,6.0,9200.0,9200.0
2021-06-14 00:00:00,6.0,8050.0,8050.0
2021-06-15 00:00:00,14.0,12400.0,12400.0
2021-06-16 00:00:00,15.0,15200.0,15200.0
2021-06-17 00:00:00,14.0,18150.0,18150.0
2021-06-18 00:00:00,13.0,12400.0,12400.0
2021-06-19 00:00:00,13.0,17900.0,17900.0
2021-06-20 00:00:00,10.0,10400.0,10400.0
2021-06-21 00:00:00,14.0,16950.0,16950.0
2021-06-22 00:00:00,18.0,19600.0,19600.0
2021-06-23 00:00:00,15.0,16750.0,16750.0
2021-06-24 00:00:00,22.0,19100.0,19100.0
2021-06-25 00:00:00,9.0,6400.0,6400.0
2021-06-26 00:00:00,18.0,19800.0,19800.0
2021-06-27 00:00:00,9.0,10000.0,10000.0
2021-06-28 00:00:00,15.0,16950.0,16950.0
2021-06-29 00:00:00,13.0,17300.0,17300.0
2021-06-30 00:00:00,18.0,22650.0,22650.0
2021-07-01 00:00:00,17.0,20100.0,20100.0
2021-07-02 00:00:00,20.0,17400.0,17400.0
2021-07-03 00:00:00,9.0,12300.0,12300.0
2021-07-04 00:00:00,10.0,11950.0,11950.0
2021-07-05 00:00:00,15.0,14900.0,14900.0
2021-07-06 00:00:00,11.0,8950.0,8950.0
2021-07-07 00:00:00,14.0,14800.0,14800.0
2021-07-08 00:00:00,12.0,15150.0,15150.0
2021-07-09 00:00:00,18.0,18570.0,18570.0
2021-07-10 00:00:00,10.0,11350.0,11350.0
2021-07-11 00:00:00,7.0,7150.0,7150.0
2021-07-12 00:00:00,6.0,6000.0,6000.0
2021-07-13 00:00:00,10.0,11250.0,11250.0
2021-07-14 00:00:00,14.0,18250.0,18250.0
2021-07-15 00:00:00,15.0,13800.0,13800.0
2021-07-16 00:00:00,23.0,20900.0,20900.0
2021-07-17 00:00:00,10.0,11200.0,11200.0
2021-07-18 00:00:00,6.0,6300.0,6300.0
2021-07-19 00:00:00,23.0,28080.0,28080.0
2021-07-20 00:00:00,15.0,20700.0,20700.0
2021-07-21 00:00:00,13.0,14150.0,14150.0
2021-07-22 00:00:00,7.0,8400.0,8400.0
2021-07-23 00:00:00,14.0,10950.0,10950.0
2021-07-24 00:00:00,12.0,11750.0,11750.0
2021-07-25 00:00:00,9.0,10250.0,10250.0
2021-07-26 00:00:00,12.0,13650.0,13650.0
2021-07-27 00:00:00,11.0,10750.0,10750.0
2021-07-28 00:00:00,16.0,13700.0,13700.0
2021-07-29 00:00:00,20.0,21450.0,21450.0
2021-07-30 00:00:00,10.0,10700.0,10700.0
2021-07-31 00:00:00,15.0,16975.0,16975.0
2021-08-01 00:00:00,8.0,8600.0,8600.0
2021-08-02 00:00:00,21.0,18100.0,18100.0
2021-08-03 00:00:00,12.0,13600.0,13600.0
2021-08-04 00:00:00,18.0,17650.0,17650.0
2021-08-05 00:00:00,12.0,10500.0,10500.0
2021-08-06 00:00:00,18.0,15620.0,15620.0
2021-08-07 00:00:00,11.0,13050.0,13050.0
2021-08-08 00:00:00,16.0,17200.0,17200.0
2021-08-09 00:00:00,17.0,18400.0,18400.0
2021-08-10 00:00:00,14.0,11850.0,11850.0
2021-08-11 00:00:00,13.0,14150.0,14150.0
2021-08-12 00:00:00,10.0,7650.0,7650.0
2021-08-13 00:00:00,22.0,23550.0,23550.0
2021-08-14 00:00:00,5.0,4550.0,4550.0
2021-08-15 00:00:00,10.0,7600.0,7600.0
2021-08-16 00:00:00,16.0,13750.0,13750.0
2021-08-17 00:00:00,22.0,23600.0,23600.0
2021-08-18 00:00:00,14.0,11550.0,11550.0
2021-08-19 00:00:00,20.0,19300.0,19300.0
2021-08-20 00:00:00,10.0,9150.0,9150.0
2021-08-21 00:00:00,10.0,9400.0,9400.0
2021-08-22 00:00:00,12.0,13450.0,13450.0
2021-08-23 00:00:00,15.0,15250.0,15250.0
2021-08-24 00:00:00,19.0,23870.0,23870.0
2021-08-25 00:00:00,14.0,12900.0,12900.0
2021-08-26 00:00:00,14.0,15750.0,15750.0
2021-08-27 00:00:00,10.0,9500.0,9500.0
2021-08-28 00:00:00,9.0,9350.0,9350.0
2021-08-29 00:00:00,5.0,4800.0,4800.0
2021-08-30 00:00:00,19.0,20300.0,20300.0
2021-08-31 00:00:00,7.0,7300.0,7300.0
2021-09-01 00:00:00,14.0,14100.0,14100.0
2021-09-02 00:00:00,17.0,16150.0,16150.0
2021-09-03 00:00:00,8.0,8650.0,8650.0
2021-09-04 00:00:00,5.0,5550.0,5550.0
2021-09-05 00:00:00,11.0,13900.0,13900.0
2021-09-06 00:00:00,13.0,12950.0,12950.0
2021-09-07 00:00:00,11.0,13600.0,13600.0
2021-09-08 00:00:00,10.0,8450.0,8450.0
2021-09-09 00:00:00,16.0,16800.0,16800.0
2021-09-10 00:00:00,24.0,23900.0,23900.0
2021-09-11 00:00:00,16.0,16800.0,16800.0
2021-09-12 00:00:00,22.0,24000.0,24000.0
2021-09-13 00:00:00,30.0,33850.0,33850.0
2021-09-14 00:00:00,19.0,22850.0,22850.0
2021-09-15 00:00:00,16.0,15900.0,15900.0
2021-09-16 00:00:00,13.0,12550.0,12550.0
2021-09-17 00:00:00,20.0,24950.0,24950.0
2021-09-18 00:00:00,13.0,13750.0,13750.0
2021-09-19 00:00:00,14.0,14900.0,14900.0
2021-09-20 00:00:00,18.0,22000.0,22000.0
2021-09-21 00:00:00,22.0,21370.0,21370.0
2021-09-22 00:00:00,24.0,22720.0,22720.0
2021-09-23 00:00:00,21.0,21400.0,21400.0
2021-09-24 00:00:00,20.0,21000.0,21000.0
2021-09-25 00:00:00,15.0,17550.0,17550.0
2021-09-26 00:00:00,8.0,9050.0,9050.0
2021-09-27 00:00:00,22.0,25220.0,25220.0
2021-09-28 00:00:00,21.0,21700.0,21700.0
2021-09-29 00:00:00,20.0,18450.0,18450.0
2021-09-30 00:00:00,13.0,11600.0,11600.0
2021-10-01 00:00:00,21.0,27550.0,27550.0
2021-10-02 00:00:00,12.0,12300.0,12300.0
2021-10-03 00:00:00,16.0,15800.0,15800.0
2021-10-04 00:00:00,24.0,27400.0,27400.0
2021-10-05 00:00:00,37.0,43400.0,43400.0
2021-10-06 00:00:00,21.0,22750.0,22750.0
2021-10-07 00:00:00,22.0,24050.0,24050.0
2021-10-08 00:00:00,31.0,31150.0,31150.0
2021-10-09 00:00:00,17.0,18500.0,18500.0
2021-10-10 00:00:00,12.0,17300.0,17300.0
2021-10-11 00:00:00,18.0,18600.0,18600.0
2021-10-12 00:00:00,25.0,23450.0,23450.0
2021-10-13 00:00:00,18.0,15800.0,15800.0
2021-10-14 00:00:00,17.0,21050.0,21050.0
2021-10-15 00:00:00,18.0,20500.0,20500.0
2021-10-16 00:00:00,15.0,19950.0,19950.0
2021-10-17 00:00:00,10.0,10500.0,10500.0
2021-10-18 00:00:00,13.0,13700.0,13700.0
2021-10-19 00:00:00,17.0,18080.0,18080.0
2021-10-20 00:00:00,20.0,24100.0,24100.0
2021-10-21 00:00:00,18.0,23050.0,23050.0
2021-10-22 00:00:00,17.0,19700.0,19700.0
2021-10-23 00:00:00,23.0,19450.0,19450.0
2021-10-24 00:00:00,15.0,18450.0,18450.0
2021-10-25 00:00:00,13.0,11000.0,11000.0
2021-10-26 00:00:00,21.0,24030.0,24030.0
2021-10-27 00:00:00,25.0,24550.0,24550.0
2021-10-28 00:00:00,20.0,18450.0,18450.0
2021-10-29 00:00:00,29.0,32700.0,32700.0
2021-10-30 00:00:00,22.0,29100.0,29100.0
2021-10-31 00:00:00,13.0,13150.0,13150.0
2021-11-01 00:00:00,24.0,24480.0,24480.0
2021-11-02 00:00:00,25.0,30710.0,30710.0
2021-11-03 00:00:00,28.0,27380.0,27380.0
2021-11-04 00:00:00,34.0,32175.0,32175.0
2021-11-05 00:00:00,24.0,21180.0,21180.0
2021-11-06 00:00:00,9.0,11290.0,11290.0
2021-11-07 00:00:00,10.0,8565.0,8565.0
2021-11-08 00:00:00,17.0,17140.0,17140.0
2021-11-09 00:00:00,16.0,17350.0,17350.0
2021-11-10 00:00:00,28.0,28000.0,28000.0
2021-11-11 00:00:00,30.0,32570.0,32570.0
2021-11-12 00:00:00,25.0,27780.0,27780.0
2021-11-13 00:00:00,21.0,25330.0,25330.0
2021-11-14 00:00:00,28.0,24610.0,24610.0
2021-11-15 00:00:00,28.0,31350.0,31350.0
2021-11-16 00:00:00,26.0,23655.0,23655.0
2021-11-17 00:00:00,26.0,26740.0,26740.0
2021-11-18 00:00:00,25.0,26430.0,26430.0
2021-11-19 00:00:00,27.0,33105.0,33105.0
2021-11-20 00:00:00,27.0,31160.0,31160.0
2021-11-21 00:00:00,12.0,10090.0,10090.0
2021-11-22 00:00:00,23.0,22950.0,22950.0
2021-11-23 00:00:00,21.0,27220.0,27220.0
2021-11-24 00:00:00,17.0,14865.0,14865.0
2021-11-25 00:00:00,25.0,28380.0,28380.0
2021-11-26 00:00:00,20.0,20300.0,20300.0
2021-11-27 00:00:00,17.0,18950.0,18950.0
2021-11-28 00:00:00,16.0,16820.0,16820.0
2021-11-29 00:00:00,22.0,28150.0,28150.0
2021-11-30 00:00:00,13.0,14100.0,14100.0
2021-12-01 00:00:00,24.0,31400.0,31400.0
2021-12-02 00:00:00,21.0,16630.0,16630.0
2021-12-03 00:00:00,23.0,19050.0,19050.0
2021-12-04 00:00:00,12.0,11550.0,11550.0
2021-12-05 00:00:00,15.0,16550.0,16550.0
2021-12-06 00:00:00,20.0,16635.0,16635.0
2021-12-07 00:00:00,19.0,19950.0,19950.0
2021-12-08 00:00:00,21.0,22100.0,22100.0
2021-12-09 00:00:00,22.0,18950.0,18950.0
2021-12-10 00:00:00,25.0,25350.0,25350.0
2021-12-11 00:00:00,24.0,23700.0,23700.0
2021-12-12 00:00:00,14.0,17850.0,17850.0
2021-12-13 00:00:00,24.0,23700.0,23700.0
2021-12-14 00:00:00,22.0,20830.0,20830.0
2021-12-15 00:00:00,21.0,23035.0,23035.0
2021-12-16 00:00:00,23.0,21620.0,21620.0
2021-12-17 00:00:00,23.0,20000.0,20000.0
2021-12-18 00:00:00,19.0,21335.0,21335.0
2021-12-19 00:00:00,21.0,22950.0,22950.0
2021-12-20 00:00:00,21.0,24300.0,24300.0
2021-12-21 00:00:00,17.0,16550.0,16550.0
2021-12-22 00:00:00,22.0,21800.0,21800.0
2021-12-23 00:00:00,26.0,29590.0,29590.0
2021-12-24 00:00:00,25.0,28600.0,28600.0
2021-12-25 00:00:00,19.0,25120.0,25120.0
2021-12-26 00:00:00,10.0,13520.0,13520.0
2021-12-27 00:00:00,24.0,29350.0,29350.0
2021-12-28 00:00:00,20.0,23570.0,23570.0
2021-12-29 00:00:00,23.0,29400.0,29400.0
2021-12-30 00:00:00,21.0,24455.0,24455.0
2021-12-31 00:00:00,12.0,10460.0,10460.0
2022-01-01 00:00:00,,,
2022-01-02 00:00:00,,,
2022-01-03 00:00:00,12.0,12400.0,12400.0
2022-01-04 00:00:00,15.0,12800.0,12800.0
2022-01-05 00:00:00,10.0,9600.0,9600.0
2022-01-06 00:00:00,14.0,17100.0,17100.0
2022-01-07 00:00:00,13.0,13200.0,13200.0
2022-01-08 00:00:00,13.0,11850.0,11850.0
2022-01-09 00:00:00,17.0,21350.0,21350.0
2022-01-10 00:00:00,19.0,19800.0,19800.0
2022-01-11 00:00:00,22.0,21550.0,21550.0
2022-01-12 00:00:00,14.0,16800.0,16800.0
2022-01-13 00:00:00,19.0,22050.0,22050.0
2022-01-14 00:00:00,20.0,24150.0,24150.0
2022-01-15 00:00:00,13.0,12000.0,12000.0
2022-01-16 00:00:00,12.0,12150.0,12150.0
2022-01-17 00:00:00,13.0,13500.0,13500.0
2022-01-18 00:00:00,22.0,23550.0,23550.0
2022-01-19 00:00:00,11.0,12600.0,12600.0
2022-01-20 00:00:00,21.0,24600.0,24600.0
2022-01-21 00:00:00,27.0,24600.0,24600.0
2022-01-22 00:00:00,17.0,19815.0,19815.0
2022-01-23 00:00:00,8.0,7150.0,7150.0
2022-01-24 00:00:00,25.0,28200.0,28200.0
2022-01-25 00:00:00,20.0,22350.0,22350.0
2022-01-26 00:00:00,17.0,20650.0,20650.0
2022-01-27 00:00:00,21.0,25700.0,25700.0
2022-01-28 00:00:00,18.0,21450.0,21450.0
2022-01-29 00:00:00,15.0,16850.0,16850.0
2022-01-30 00:00:00,13.0,16150.0,16150.0
2022-01-31 00:00:00,23.0,25250.0,25250.0
2022-02-01 00:00:00,15.0,21200.0,21200.0
2022-02-02 00:00:00,21.0,25150.0,25150.0
2022-02-03 00:00:00,16.0,17750.0,17750.0
2022-02-04 00:00:00,23.0,20320.0,20320.0
2022-02-05 00:00:00,17.0,22270.0,22270.0
2022-02-06 00:00:00,9.0,11150.0,11150.0
2022-02-07 00:00:00,21.0,15570.0,15570.0
2022-02-08 00:00:00,19.0,22900.0,22900.0
2022-02-09 00:00:00,14.0,14700.0,14700.0
2022-02-10 00:00:00,12.0,13650.0,13650.0
2022-02-11 00:00:00,17.0,19100.0,19100.0
2022-02-12 00:00:00,16.0,14100.0,14100.0
2022-02-13 00:00:00,13.0,14450.0,14450.0
2022-02-14 00:00:00,23.0,26450.0,26450.0
2022-02-15 00:00:00,17.0,19700.0,19700.0
2022-02-16 00:00:00,18.0,19400.0,19400.0
2022-02-17 00:00:00,19.0,23250.0,23250.0
2022-02-18 00:00:00,30.0,29885.0,29885.0
2022-02-19 00:00:00,17.0,19420.0,19420.0
2022-02-20 00:00:00,13.0,17900.0,17900.0
2022-02-21 00:00:00,21.0,25600.0,25600.0
2022-02-22 00:00:00,21.0,20750.0,20750.0
2022-02-23 00:00:00,14.0,15900.0,15900.0
2022-02-24 00:00:00,16.0,18500.0,18500.0
2022-02-25 00:00:00,22.0,28150.0,28150.0
2022-02-26 00:00:00,15.0,14900.0,14900.0
2022-02-27 00:00:00,12.0,15000.0,15000.0
2022-02-28 00:00:00,18.0,22300.0,22300.0
2022-03-01 00:00:00,16.0,17350.0,17350.0
2022-03-02 00:00:00,10.0,11700.0,11700.0
2022-03-03 00:00:00,30.0,30550.0,30550.0
2022-03-04 00:00:00,25.0,26300.0,26300.0
2022-03-05 00:00:00,29.0,37600.0,37600.0
2022-03-06 00:00:00,27.0,26350.0,26350.0
2022-03-07 00:00:00,21.0,20350.0,20350.0
2022-03-08 00:00:00,9.0,7500.0,7500.0
2022-03-09 00:00:00,17.0,16000.0,16000.0
2022-03-10 00:00:00,23.0,22950.0,22950.0
2022-03-11 00:00:00,21.0,20150.0,20150.0
2022-03-12 00:00:00,17.0,14450.0,14450.0
2022-03-13 00:00:00,13.0,12050.0,12050.0
2022-03-14 00:00:00,14.0,13900.0,13900.0
2022-03-15 00:00:00,23.0,26050.0,26050.0
2022-03-16 00:00:00,29.0,33850.0,33850.0
2022-03-17 00:00:00,17.0,17800.0,17800.0
2022-03-18 00:00:00,23.0,24200.0,24200.0
2022-03-19 00:00:00,11.0,9900.0,9900.0
2022-03-20 00:00:00,12.0,13300.0,13300.0
2022-03-21 00:00:00,16.0,18350.0,18350.0
2022-03-22 00:00:00,21.0,21150.0,21150.0
2022-03-23 00:00:00,22.0,26150.0,26150.0
2022-03-24 00:00:00,22.0,22300.0,22300.0
2022-03-25 00:00:00,17.0,17450.0,17450.0
2022-03-26 00:00:00,15.0,13150.0,13150.0
2022-03-27 00:00:00,12.0,10900.0,10900.0
2022-03-28 00:00:00,21.0,22900.0,22900.0
2022-03-29 00:00:00,21.0,23250.0,23250.0
2022-03-30 00:00:00,17.0,20000.0,20000.0
2022-03-31 00:00:00,16.0,20700.0,20700.0
2022-04-01 00:00:00,29.0,34450.0,34450.0
2022-04-02 00:00:00,13.0,14750.0,14750.0
2022-04-03 00:00:00,10.0,14800.0,14800.0
2022-04-04 00:00:00,14.0,19100.0,19100.0
2022-04-05 00:00:00,13.0,21000.0,21000.0
2022-04-06 00:00:00,22.0,31300.0,31300.0
2022-04-07 00:00:00,21.0,26200.0,26200.0
2022-04-08 00:00:00,27.0,31800.0,31800.0
2022-04-09 00:00:00,20.0,20550.0,20550.0
2022-04-10 00:00:00,8.0,8980.0,8980.0
2022-04-11 00:00:00,24.0,24150.0,24150.0
2022-04-12 00:00:00,22.0,23950.0,23950.0
2022-04-13 00:00:00,24.0,26750.0,26750.0
2022-04-14 00:00:00,25.0,30250.0,30250.0
2022-04-15 00:00:00,24.0,26350.0,26350.0
2022-04-16 00:00:00,22.0,22440.0,22440.0
2022-04-17 00:00:00,10.0,7600.0,7600.0
2022-04-18 00:00:00,11.0,12450.0,12450.0
2022-04-19 00:00:00,21.0,19350.0,19350.0
2022-04-20 00:00:00,23.0,28100.0,28100.0
2022-04-21 00:00:00,23.0,32050.0,32050.0
2022-04-22 00:00:00,28.0,35100.0,35100.0
2022-04-23 00:00:00,23.0,20670.0,20670.0
2022-04-24 00:00:00,11.0,9050.0,9050.0
2022-04-25 00:00:00,22.0,28050.0,28050.0
2022-04-26 00:00:00,23.0,26300.0,26300.0
2022-04-27 00:00:00,18.0,21600.0,21600.0
2022-04-28 00:00:00,22.0,26800.0,26800.0
2022-04-29 00:00:00,27.0,32400.0,32400.0
2022-04-30 00:00:00,23.0,27900.0,27900.0
2022-05-01 00:00:00,9.0,13660.0,13660.0
2022-05-02 00:00:00,5.0,5150.0,5150.0
2022-05-03 00:00:00,16.0,21950.0,21950.0
2022-05-04 00:00:00,16.0,15400.0,15400.0
2022-05-05 00:00:00,10.0,12450.0,12450.0
2022-05-06 00:00:00,22.0,20150.0,20150.0
2022-05-07 00:00:00,15.0,16900.0,16900.0
2022-05-08 00:00:00,7.0,10500.0,10500.0
2022-05-09 00:00:00,6.0,8400.0,8400.0
2022-05-10 00:00:00,5.0,10900.0,10900.0
2022-05-11 00:00:00,12.0,15050.0,15050.0
2022-05-12 00:00:00,16.0,17100.0,17100.0
2022-05-13 00:00:00,20.0,25500.0,25500.0
2022-05-14 00:00:00,9.0,7550.0,7550.0
2022-05-15 00:00:00,10.0,17050.0,17050.0
2022-05-16 00:00:00,15.0,15050.0,15050.0
2022-05-17 00:00:00,11.0,14400.0,14400.0
2022-05-18 00:00:00,10.0,12100.0,12100.0
2022-05-19 00:00:00,16.0,24400.0,24400.0
2022-05-20 00:00:00,17.0,22350.0,22350.0
2022-05-21 00:00:00,19.0,19500.0,19500.0
2022-05-22 00:00:00,13.0,17650.0,17650.0
2022-05-23 00:00:00,15.0,16250.0,16250.0
2022-05-24 00:00:00,17.0,16700.0,16700.0
2022-05-25 00:00:00,30.0,37650.0,37650.0
2022-05-26 00:00:00,17.0,17700.0,17700.0
2022-05-27 00:00:00,22.0,33250.0,33250.0
2022-05-28 00:00:00,7.0,8500.0,8500.0
2022-05-29 00:00:00,14.0,19150.0,19150.0
2022-05-30 00:00:00,16.0,20550.0,20550.0
2022-05-31 00:00:00,19.0,27550.0,27550.0
2022-06-01 00:00:00,20.0,24050.0,24050.0
2022-06-02 00:00:00,14.0,24100.0,24100.0
2022-06-03 00:00:00,21.0,23800.0,23800.0
2022-06-04 00:00:00,11.0,16300.0,16300.0
2022-06-05 00:00:00,8.0,12000.0,12000.0
2022-06-06 00:00:00,11.0,19200.0,19200.0
2022-06-07 00:00:00,13.0,20100.0,20100.0
2022-06-08 00:00:00,11.0,13700.0,13700.0
2022-06-09 00:00:00,17.0,21250.0,21250.0
2022-06-10 00:00:00,21.0,23600.0,23600.0
2022-06-11 00:00:00,17.0,22750.0,22750.0
2022-06-12 00:00:00,10.0,12700.0,12700.0
2022-06-13 00:00:00,12.0,15250.0,15250.0
2022-06-14 00:00:00,19.0,22300.0,22300.0
2022-06-15 00:00:00,18.0,19450.0,19450.0
2022-06-16 00:00:00,12.0,15100.0,15100.0
2022-06-17 00:00:00,10.0,11100.0,11100.0
2022-06-18 00:00:00,10.0,11300.0,11300.0
2022-06-19 00:00:00,18.0,19350.0,19350.0
2022-06-20 00:00:00,15.0,18600.0,18600.0
2022-06-21 00:00:00,15.0,17650.0,17650.0
2022-06-22 00:00:00,12.0,14200.0,14200.0
2022-06-23 00:00:00,15.0,15150.0,15150.0
2022-06-24 00:00:00,19.0,22650.0,22650.0
2022-06-25 00:00:00,14.0,18050.0,18050.0
2022-06-26 00:00:00,10.0,11150.0,11150.0
2022-06-27 00:00:00,12.0,15550.0,15550.0
2022-06-28 00:00:00,9.0,9200.0,9200.0
2022-06-29 00:00:00,17.0,18400.0,18400.0
2022-06-30 00:00:00,14.0,18850.0,18850.0
2022-07-01 00:00:00,18.0,15900.0,15900.0
2022-07-02 00:00:00,11.0,17200.0,17200.0
2022-07-03 00:00:00,6.0,6300.0,6300.0
2022-07-04 00:00:00,16.0,20400.0,20400.0
2022-07-05 00:00:00,14.0,14250.0,14250.0
2022-07-06 00:00:00,14.0,12100.0,12100.0
2022-07-07 00:00:00,14.0,14400.0,14400.0
2022-07-08 00:00:00,17.0,16600.0,16600.0
